set abbreviation,set name,card name,price
SWSH10,Astral Radiance,Kleavor (85),0.12
SWSH10,Astral Radiance,Kleavor (86),0.21
SWSH10,Astral Radiance,Kleavor V,0.75
SWSH10,Astral Radiance,Kleavor VSTAR (Secret),7.97
SWSH10,Astral Radiance,Kricketot,0.02
SWSH10,Astral Radiance,Kricketune,0.06
SWSH10,Astral Radiance,Leafeon,0.19
SWSH10,Astral Radiance,Lucario V,1.46
SWSH10,Astral Radiance,Luxray V,1.02
SWSH10,Astral Radiance,Luxray V (Full Art),2.98
SWSH10,Astral Radiance,Machamp V,1.11
SWSH10,Astral Radiance,Machamp V (Alternate Full Art),108.13
SWSH10,Astral Radiance,Machamp V (Full Art),10.75
SWSH10,Astral Radiance,Machamp VMAX,3.94
SWSH10,Astral Radiance,Machamp VMAX (Secret),12.07
SWSH10,Astral Radiance,Magnemite,0.03
SWSH10,Astral Radiance,Magneton,0.04
SWSH10,Astral Radiance,Magnezone,0.3
SWSH10,Astral Radiance,Mamoswine,0.1
SWSH10,Astral Radiance,Mantine,0.05
SWSH10,Astral Radiance,Mesprit,0.22
SWSH10,Astral Radiance,Mightyena,0.14
SWSH10,Astral Radiance,Miltank,0.67
SWSH10,Astral Radiance,Misdreavus,0.04
SWSH10,Astral Radiance,Mismagius,0.08
SWSH10,Astral Radiance,Nickit,0.03
SWSH10,Astral Radiance,Noctowl,0.03
SWSH10,Astral Radiance,Oranguru V,0.79
SWSH10,Astral Radiance,Oranguru V (Full Art),1.86
SWSH10,Astral Radiance,Origin Forme Dialga V,1.27
SWSH10,Astral Radiance,Origin Forme Dialga V (Alternate Full Art),46.41
SWSH10,Astral Radiance,Origin Forme Dialga VSTAR,2.61
SWSH10,Astral Radiance,Origin Forme Dialga VSTAR (Secret),14.78
SWSH10,Astral Radiance,Origin Forme Dialga VSTAR (Secret) (210),14.06
SWSH10,Astral Radiance,Origin Forme Palkia V,2.11
SWSH10,Astral Radiance,Origin Forme Palkia V (Alternate Full Art),43.12
SWSH10,Astral Radiance,Origin Forme Palkia VSTAR,4.1
SWSH10,Astral Radiance,Origin Forme Palkia VSTAR (Secret),16.07
SWSH10,Astral Radiance,Origin Forme Palkia VSTAR (Secret) (208),13.9
SWSH10,Astral Radiance,Oshawott,0.03
SWSH10,Astral Radiance,Path to the Peak (Secret),23.16
SWSH10,Astral Radiance,Pawniard,0.03
SWSH10,Astral Radiance,Petilil,0.03
SWSH10,Astral Radiance,Piloswine,0.04
SWSH10,Astral Radiance,Ponyta,0.06
SWSH10,Astral Radiance,Poochyena,0.03
SWSH10,Astral Radiance,Psyduck,0.05
SWSH10,Astral Radiance,Purugly,0.04
SWSH10,Astral Radiance,Quilava,0.06
SWSH10,Astral Radiance,Radiant Greninja,3.18
SWSH10,Astral Radiance,Radiant Hawlucha,0.48
SWSH10,Astral Radiance,Radiant Heatran,0.48
SWSH10,Astral Radiance,Ralts,0.1
SWSH10,Astral Radiance,Rampardos,0.31
SWSH10,Astral Radiance,Rapidash,0.11
SWSH10,Astral Radiance,Regice,0.2
SWSH10,Astral Radiance,Regidrago,0.19
SWSH10,Astral Radiance,Regieleki,0.16
SWSH10,Astral Radiance,Regigigas,1.06
SWSH10,Astral Radiance,Regirock,0.2
SWSH10,Astral Radiance,Registeel,0.11
SWSH10,Astral Radiance,Rowlet,0.02
SWSH10,Astral Radiance,Roxanne,0.18
SWSH10,Astral Radiance,Roxanne (Full Art),13.65
SWSH10,Astral Radiance,Roxanne (Secret),10.12
SWSH10,Astral Radiance,Rufflet,0.03
SWSH10,Astral Radiance,Scyther (004),0.04
SWSH10,Astral Radiance,Scyther (005),0.04
SWSH10,Astral Radiance,Shaymin,0.1
SWSH10,Astral Radiance,Shieldon,0.05
SWSH10,Astral Radiance,Spicy Seasoned Curry,0.03
SWSH10,Astral Radiance,Stantler,0.02
SWSH10,Astral Radiance,Starmie V,0.98
SWSH10,Astral Radiance,Starmie V (Full Art),2.62
SWSH10,Astral Radiance,Sudowoodo,0.02
SWSH10,Astral Radiance,Supereffective Glasses,0.06
SWSH10,Astral Radiance,Sweet Honey,0.07
SWSH10,Astral Radiance,Swinub,0.03
SWSH10,Astral Radiance,Switch Cart,0.6
SWSH10,Astral Radiance,Teddiursa,0.05
SWSH10,Astral Radiance,Temple of Sinnoh,0.15
SWSH10,Astral Radiance,Temple of Sinnoh (Secret),13.16
SWSH10,Astral Radiance,Thievul,0.09
SWSH10,Astral Radiance,Togekiss,0.23
SWSH10,Astral Radiance,Togepi,0.04
SWSH10,Astral Radiance,Togetic,0.06
SWSH10,Astral Radiance,Trekking Shoes,0.22
SWSH10,Astral Radiance,Trekking Shoes (Secret),11.93
SWSH10,Astral Radiance,Unidentified Fossil,0.07
SWSH10,Astral Radiance,Ursaluna,0.11
SWSH10,Astral Radiance,Ursaring,0.03
SWSH10,Astral Radiance,Uxie,0.07
SWSH10,Astral Radiance,Vespiquen,0.09
SWSH10,Astral Radiance,Virizion V (Full Art),1.75
SWSH10,Astral Radiance,Wait and See Turbo,0.02
SWSH10,Astral Radiance,Whiscash,0.03
SWSH10,Astral Radiance,Wyrdeer,0.26
SWSH10,Astral Radiance,Wyrdeer V,0.8
SWSH10,Astral Radiance,Wyrdeer V (Full Art),2.9
SWSH10,Astral Radiance,Yanma,0.02
SWSH10,Astral Radiance,Yanmega,0.02
SWSH10,Astral Radiance,Zisu,0.04
SWSH10,Astral Radiance,Zisu (Full Art),1.81
SWSH10,Astral Radiance,Zisu (Secret),4.11
SWSH11,Lost Origin,Abomasnow,0.02
SWSH11,Lost Origin,Aerodactyl V,0.78
SWSH11,Lost Origin,Aerodactyl V (Alternate Full Art),118.18
SWSH11,Lost Origin,Aerodactyl V (Full Art),4.35
SWSH11,Lost Origin,Aerodactyl VSTAR,1.69
SWSH11,Lost Origin,Aerodactyl VSTAR (Secret),12.29
SWSH11,Lost Origin,Aipom,0.02
SWSH11,Lost Origin,Ambipom,0.03
SWSH11,Lost Origin,Arc Phone,0.03
SWSH11,Lost Origin,Arezu,0.09
SWSH11,Lost Origin,Arezu (Full Art),6.2
SWSH11,Lost Origin,Arezu (Secret),6.02
SWSH11,Lost Origin,Ariados,0.09
SWSH11,Lost Origin,Banette,0.09
SWSH11,Lost Origin,Barbaracle,0.24
SWSH11,Lost Origin,Beautifly,0.28
SWSH11,Lost Origin,Binacle,0.03
SWSH11,Lost Origin,Blipbug,0.04
SWSH11,Lost Origin,Bouffalant,0.07
SWSH11,Lost Origin,Box of Disaster,0.05
SWSH11,Lost Origin,Box of Disaster (Secret),2.66
SWSH11,Lost Origin,Bronzong,0.03
SWSH11,Lost Origin,Bronzor,0.02
SWSH11,Lost Origin,Carbink,0.03
SWSH11,Lost Origin,Cascoon,0.03
SWSH11,Lost Origin,Chandelure,0.23
SWSH11,Lost Origin,Clefable,0.1
SWSH11,Lost Origin,Clefairy,0.07
SWSH11,Lost Origin,Collapsed Stadium (Secret),6.52
SWSH11,Lost Origin,Colress's Experiment,0.18
SWSH11,Lost Origin,Colress's Experiment (Full Art),12.63
SWSH11,Lost Origin,Colress's Experiment (Secret),8.16
SWSH11,Lost Origin,Comfey,0.92
SWSH11,Lost Origin,Cramorant,0.26
SWSH11,Lost Origin,Cresselia,0.36
SWSH11,Lost Origin,Damage Pump,0.12
SWSH11,Lost Origin,Dark Patch (Secret),5.7
SWSH11,Lost Origin,Darkrai,0.26
SWSH11,Lost Origin,Delphox V,0.62
SWSH11,Lost Origin,Delphox V (Full Art),2.49
SWSH11,Lost Origin,Dewgong,0.1
SWSH11,Lost Origin,Dottler,0.03
SWSH11,Lost Origin,Drapion V,1.69
SWSH11,Lost Origin,Drapion V (Full Art),4.46
SWSH11,Lost Origin,Drapion VSTAR,0.98
SWSH11,Lost Origin,Drapion VSTAR (Secret),6.63
SWSH11,Lost Origin,Ducklett,0.03
SWSH11,Lost Origin,Dustox,0.1
SWSH11,Lost Origin,Eelektrik,0.03
SWSH11,Lost Origin,Eelektross,0.11
SWSH11,Lost Origin,Electrike,0.01
SWSH11,Lost Origin,Enamorus V,0.65
SWSH11,Lost Origin,Enamorus V (Full Art),2.31
SWSH11,Lost Origin,Falinks,0.05
SWSH11,Lost Origin,Fantina,0.04
SWSH11,Lost Origin,Fantina (Full Art),3.6
SWSH11,Lost Origin,Fantina (Secret),4.38
SWSH11,Lost Origin,Finneon,0.03
SWSH11,Lost Origin,Galarian Perrserker V,0.56
SWSH11,Lost Origin,Galarian Perrserker V (Alternate Full Art),36.97
SWSH11,Lost Origin,Galarian Perrserker V (Full Art),1.83
SWSH11,Lost Origin,Galarian Stunfisk,0.02
SWSH11,Lost Origin,Gallade V (Full Art),2.35
SWSH11,Lost Origin,Gastly,0.06
SWSH11,Lost Origin,Gastrodon,0.03
SWSH11,Lost Origin,Gengar,0.99
SWSH11,Lost Origin,Gift Energy,0.11
SWSH11,Lost Origin,Giratina V,1.86
SWSH11,Lost Origin,Giratina V (Alternate Full Art),300.46
SWSH11,Lost Origin,Giratina V (Full Art),11.9
SWSH11,Lost Origin,Giratina VSTAR,9.35
SWSH11,Lost Origin,Giratina VSTAR (201) (Secret),24.45
SWSH11,Lost Origin,Giratina VSTAR (212) (Secret),18.62
SWSH11,Lost Origin,Glastrier,0.27
SWSH11,Lost Origin,Gligar,0.02
SWSH11,Lost Origin,Gliscor,0.11
SWSH11,Lost Origin,Gloom,0.06
SWSH11,Lost Origin,Goomy,0.05
SWSH11,Lost Origin,Greedent,0.09
SWSH11,Lost Origin,Hariyama,0.03
SWSH11,Lost Origin,Haunter,0.1
SWSH11,Lost Origin,Hisuian Arcanine,0.28
SWSH11,Lost Origin,Hisuian Basculegion,0.33
SWSH11,Lost Origin,Hisuian Basculin,0.02
SWSH11,Lost Origin,Hisuian Electrode V (Full Art),2.54
SWSH11,Lost Origin,Hisuian Goodra,0.34
SWSH11,Lost Origin,Hisuian Goodra V,0.77
SWSH11,Lost Origin,Hisuian Goodra V (Full Art),3.82
SWSH11,Lost Origin,Hisuian Goodra VSTAR,2.6
SWSH11,Lost Origin,Hisuian Goodra VSTAR (Secret),10.27
SWSH11,Lost Origin,Hisuian Growlithe,0.04
SWSH11,Lost Origin,Hisuian Sliggoo,0.06
SWSH11,Lost Origin,Hisuian Zoroark,0.37
SWSH11,Lost Origin,Hisuian Zoroark V,0.9
SWSH11,Lost Origin,Hisuian Zoroark VSTAR,1.34
SWSH11,Lost Origin,Hisuian Zoroark VSTAR (213) (Secret),7.19
SWSH11,Lost Origin,Hisuian Zoroark VSTAR (Secret),8.48
SWSH11,Lost Origin,Hisuian Zorua,0.04
SWSH11,Lost Origin,Honchkrow,0.08
SWSH11,Lost Origin,Hoopa,0.1
SWSH11,Lost Origin,Horsea,0.03
SWSH11,Lost Origin,Inkay (077),0.04
SWSH11,Lost Origin,Inkay (121),0.04
SWSH11,Lost Origin,Iscan,0.03
SWSH11,Lost Origin,Iscan (Full Art),1.62
SWSH11,Lost Origin,Iscan (Secret),4.56
SWSH11,Lost Origin,Jynx,0.02
SWSH11,Lost Origin,Kingdra,0.21
SWSH11,Lost Origin,Komala,0.07
SWSH11,Lost Origin,Kyurem V,0.8
SWSH11,Lost Origin,Kyurem V (Full Art),3.52
SWSH11,Lost Origin,Kyurem VMAX,1.88
SWSH11,Lost Origin,Kyurem VMAX (Secret),10.34
SWSH11,Lost Origin,Lady,0.13
SWSH11,Lost Origin,Lady (Full Art),5.67
SWSH11,Lost Origin,Lady (Secret),6
SWSH11,Lost Origin,Lake Acuity,0.08
SWSH11,Lost Origin,Lampent,0.03
SWSH11,Lost Origin,Landorus,0.11
SWSH11,Lost Origin,Lickilicky,0.03
SWSH11,Lost Origin,Lickitung,0.04
SWSH11,Lost Origin,Litleo,0.02
SWSH11,Lost Origin,Litwick,0.04
SWSH11,Lost Origin,Lost City,0.21
SWSH11,Lost Origin,Lost Vacuum,0.13
SWSH11,Lost Origin,Lost Vacuum (Secret),8.32
SWSH11,Lost Origin,Lumineon,0.03
SWSH11,Lost Origin,Luvdisc,0.03
SWSH11,Lost Origin,Machamp,0.5
SWSH11,Lost Origin,Machoke,0.02
SWSH11,Lost Origin,Machop,0.05
SWSH11,Lost Origin,Magcargo,0.09
SWSH11,Lost Origin,Magearna,0.09
SWSH11,Lost Origin,Magnezone V,0.64
SWSH11,Lost Origin,Magnezone V (Full Art),2.36
SWSH11,Lost Origin,Magnezone VSTAR,1.07
SWSH11,Lost Origin,Magnezone VSTAR (Secret),6.41
SWSH11,Lost Origin,Makuhita,0.03
SWSH11,Lost Origin,Malamar,0.08
SWSH11,Lost Origin,Manectric,0.11
SWSH11,Lost Origin,Mawile,0.04
SWSH11,Lost Origin,Medicham,0.02
SWSH11,Lost Origin,Meditite,0.03
SWSH11,Lost Origin,Mienfoo,0.02
SWSH11,Lost Origin,Mienshao,0.03
SWSH11,Lost Origin,Mimikyu,0.13
SWSH11,Lost Origin,Mirage Gate,0.14
SWSH11,Lost Origin,Miss Fortune Sisters,0.07
SWSH11,Lost Origin,Miss Fortune Sisters (Full Art),5.27
SWSH11,Lost Origin,Miss Fortune Sisters (Secret),6.05
SWSH11,Lost Origin,Mr. Mime,0.11
SWSH11,Lost Origin,Murkrow,0.03
SWSH11,Lost Origin,Nuzleaf,0.04
SWSH11,Lost Origin,Oddish,0.03
SWSH11,Lost Origin,Orbeetle,0.22
SWSH11,Lost Origin,Panic Mask,0.05
SWSH11,Lost Origin,Paras,0.04
SWSH11,Lost Origin,Parasect,0.09
SWSH11,Lost Origin,Phantump,0.03
SWSH11,Lost Origin,Pidgeot V,0.76
SWSH11,Lost Origin,Pidgeot V (Full Art),2.41
SWSH11,Lost Origin,Pikachu,0.12
SWSH11,Lost Origin,Politoed,0.13
SWSH11,Lost Origin,Poliwag,0.02
SWSH11,Lost Origin,Poliwhirl,0.06
SWSH11,Lost Origin,Poliwrath,0.11
SWSH11,Lost Origin,Porygon,0.05
SWSH11,Lost Origin,Porygon2,0.06
SWSH11,Lost Origin,Porygon-Z,0.12
SWSH11,Lost Origin,Pyroar,0.29
SWSH11,Lost Origin,Radiant Gardevoir,0.83
SWSH11,Lost Origin,Radiant Hisuian Sneasler,0.58
SWSH11,Lost Origin,Radiant Steelix,0.72
SWSH11,Lost Origin,Raichu,0.19
SWSH11,Lost Origin,Relicanth,0.02
SWSH11,Lost Origin,Rhydon,0.02
SWSH11,Lost Origin,Rhyhorn,0.02
SWSH11,Lost Origin,Rhyperior,0.1
SWSH11,Lost Origin,Riley,0.03
SWSH11,Lost Origin,Rockruff,0.03
SWSH11,Lost Origin,Roselia,0.02
SWSH11,Lost Origin,Roserade,0.04
SWSH11,Lost Origin,Rotom V,0.7
SWSH11,Lost Origin,Rotom V (Alternate Full Art),41.14
SWSH11,Lost Origin,Rotom V (Full Art),2.97
SWSH11,Lost Origin,Sableye,1.96
SWSH11,Lost Origin,Seadra,0.04
SWSH11,Lost Origin,Seedot,0.05
SWSH11,Lost Origin,Seel,0.02
SWSH11,Lost Origin,Seviper,0.03
SWSH11,Lost Origin,Shellos,0.03
SWSH11,Lost Origin,Shiftry,0.22
SWSH11,Lost Origin,Shuppet,0.02
SWSH11,Lost Origin,Silcoon,0.03
SWSH11,Lost Origin,Skwovet,0.02
SWSH11,Lost Origin,Slugma,0.02
SWSH11,Lost Origin,Snorlax,0.99
SWSH11,Lost Origin,Snover,0.02
SWSH11,Lost Origin,Spectrier,0.32
SWSH11,Lost Origin,Spinarak,0.02
SWSH11,Lost Origin,Spiritomb,0.08
SWSH11,Lost Origin,Stonjourner,0.1
SWSH11,Lost Origin,Sudowoodo,0.02
SWSH11,Lost Origin,Swanna,0.03
SWSH11,Lost Origin,Thorton,0.11
SWSH11,Lost Origin,Thorton (Full Art),3.41
SWSH11,Lost Origin,Thorton (Secret),4.98
SWSH11,Lost Origin,Tool Box,0.04
SWSH11,Lost Origin,Torkoal,0.02
SWSH11,Lost Origin,Trevenant,0.22
SWSH11,Lost Origin,Tynamo,0.05
SWSH11,Lost Origin,Vileplume,0.3
SWSH11,Lost Origin,Volo,0.21
SWSH11,Lost Origin,Volo (Full Art),3.86
SWSH11,Lost Origin,Volo (Secret),6.85
SWSH11,Lost Origin,Windup Arm,0.04
SWSH11,Lost Origin,Wurmple,0.03
SWSH12,Silver Tempest,Alolan Vulpix V,1.02
SWSH12,Silver Tempest,Alolan Vulpix V (Full Art),8.38
SWSH12,Silver Tempest,Alolan Vulpix VSTAR,2.25
SWSH12,Silver Tempest,Alolan Vulpix VSTAR (Secret),19.12
SWSH12,Silver Tempest,Altaria,0.04
SWSH12,Silver Tempest,Amoonguss,0.08
SWSH12,Silver Tempest,Anorith,0.05
SWSH12,Silver Tempest,Araquanid,0.03
SWSH12,Silver Tempest,Arcanine,0.15
SWSH12,Silver Tempest,Archen,0.04
SWSH12,Silver Tempest,Archeops,0.45
SWSH12,Silver Tempest,Ariados,0.2
SWSH12,Silver Tempest,Armaldo,0.12
SWSH12,Silver Tempest,Articuno,0.37
SWSH12,Silver Tempest,Baltoy,0.04
SWSH12,Silver Tempest,Beheeyem,0.06
SWSH12,Silver Tempest,Beldum,0.04
SWSH12,Silver Tempest,Braixen,0.06
SWSH12,Silver Tempest,Brandon,0.03
SWSH12,Silver Tempest,Brandon (Full Art),9.6
SWSH12,Silver Tempest,Brandon (Secret),4.52
SWSH12,Silver Tempest,Buneary,0.02
SWSH12,Silver Tempest,Candice,0.06
SWSH12,Silver Tempest,Candice (Full Art),10.09
SWSH12,Silver Tempest,Candice (Secret),7.2
SWSH12,Silver Tempest,Capturing Aroma,0.18
SWSH12,Silver Tempest,Chesnaught V,0.64
SWSH12,Silver Tempest,Chesnaught V (Full Art),2.93
SWSH12,Silver Tempest,Chimecho,0.03
SWSH12,Silver Tempest,Chinchou,0.02
SWSH12,Silver Tempest,Claydol,0.05
SWSH12,Silver Tempest,Cobalion,0.13
SWSH12,Silver Tempest,Croagunk,0.02
SWSH12,Silver Tempest,Crobat,0.23
SWSH12,Silver Tempest,Dedenne,0.06
SWSH12,Silver Tempest,Delphox,0.13
SWSH12,Silver Tempest,Dewpider,0.02
SWSH12,Silver Tempest,Donphan,0.03
SWSH12,Silver Tempest,Dragapult,0.2
SWSH12,Silver Tempest,Dragonair,0.07
SWSH12,Silver Tempest,Dragonite,0.48
SWSH12,Silver Tempest,Drakloak,0.05
SWSH12,Silver Tempest,Dratini,0.07
SWSH12,Silver Tempest,Dreepy,0.04
SWSH12,Silver Tempest,Drowzee,0.05
SWSH12,Silver Tempest,Duosion,0.03
SWSH12,Silver Tempest,Durant,0.04
SWSH12,Silver Tempest,Earthen Seal Stone,0.27
SWSH12,Silver Tempest,Elgyem,0.03
SWSH12,Silver Tempest,Emergency Jelly,0.12
SWSH12,Silver Tempest,Emolga,0.05
SWSH12,Silver Tempest,Energy Switch (Secret),3.48
SWSH12,Silver Tempest,Espurr,0.05
SWSH12,Silver Tempest,Feebas,0.03
SWSH12,Silver Tempest,Fennekin,0.03
SWSH12,Silver Tempest,Ferroseed,0.04
SWSH12,Silver Tempest,Ferrothorn,0.04
SWSH12,Silver Tempest,Fletchinder,0.03
SWSH12,Silver Tempest,Fletchling,0.02
SWSH12,Silver Tempest,Foongus,0.02
SWSH12,Silver Tempest,Forest Seal Stone,4.33
SWSH12,Silver Tempest,Froslass,0.1
SWSH12,Silver Tempest,Furisode Girl,0.06
SWSH12,Silver Tempest,Furisode Girl (Full Art),9.25
SWSH12,Silver Tempest,Furisode Girl (Secret),8.01
SWSH12,Silver Tempest,Gapejaw Bog,4.76
SWSH12,Silver Tempest,Gardevoir,0.14
SWSH12,Silver Tempest,Glalie,0.05
SWSH12,Silver Tempest,Golbat,0.05
SWSH12,Silver Tempest,Growlithe,0.05
SWSH12,Silver Tempest,Gym Trainer,0.04
SWSH12,Silver Tempest,Gym Trainer (Full Art),2.71
SWSH12,Silver Tempest,Hawlucha,0.02
SWSH12,Silver Tempest,Hisuian Arcanine V,0.82
SWSH12,Silver Tempest,Hisuian Arcanine V (Full Art),4.79
SWSH12,Silver Tempest,Hisuian Braviary,0.11
SWSH12,Silver Tempest,Hisuian Lilligant,0.11
SWSH12,Silver Tempest,Honchkrow,0.04
SWSH12,Silver Tempest,Ho-Oh V,1.38
SWSH12,Silver Tempest,Ho-Oh V (Full Art),9.04
SWSH12,Silver Tempest,Hypno,0.06
SWSH12,Silver Tempest,Incineroar,0.14
SWSH12,Silver Tempest,Indeedee,0.02
SWSH12,Silver Tempest,Jynx,0.04
SWSH12,Silver Tempest,Keldeo,0.11
SWSH12,Silver Tempest,Kirlia,0.21
SWSH12,Silver Tempest,Klang,0.04
SWSH12,Silver Tempest,Klink,0.04
SWSH12,Silver Tempest,Klinklang,0.13
SWSH12,Silver Tempest,Krokorok,0.03
SWSH12,Silver Tempest,Krookodile,0.22
SWSH12,Silver Tempest,Lance,0.07
SWSH12,Silver Tempest,Lance (Full Art),6.71
SWSH12,Silver Tempest,Lance (Secret),7.47
SWSH12,Silver Tempest,Lanturn,0.03
SWSH12,Silver Tempest,Leafy Camo Poncho,0.05
SWSH12,Silver Tempest,Leafy Camo Poncho (Secret),3.32
SWSH12,Silver Tempest,Litten,0.05
SWSH12,Silver Tempest,Lopunny,0.04
SWSH12,Silver Tempest,Lugia V,6.63
SWSH12,Silver Tempest,Lugia V (Alternate Full Art),185.22
SWSH12,Silver Tempest,Lugia V (Full Art),18.29
SWSH12,Silver Tempest,Lugia VSTAR,10.79
SWSH12,Silver Tempest,Lugia VSTAR (Secret) (202),38.82
SWSH12,Silver Tempest,Lugia VSTAR (Secret) (211),27.74
SWSH12,Silver Tempest,Magearna V,0.85
SWSH12,Silver Tempest,Magearna V (Full Art),2.51
SWSH12,Silver Tempest,Mareanie,0.04
SWSH12,Silver Tempest,Mawile V,0.66
SWSH12,Silver Tempest,Mawile V (Full Art),3.1
SWSH12,Silver Tempest,Mawile VSTAR,1.09
SWSH12,Silver Tempest,Mawile VSTAR (Secret),7
SWSH12,Silver Tempest,Medicham,0.2
SWSH12,Silver Tempest,Meditite,0.03
SWSH12,Silver Tempest,Meowstic,0.06
SWSH12,Silver Tempest,Metagross,0.24
SWSH12,Silver Tempest,Metang,0.03
SWSH12,Silver Tempest,Milotic,0.12
SWSH12,Silver Tempest,Misdreavus,0.05
SWSH12,Silver Tempest,Mismagius,0.12
SWSH12,Silver Tempest,Morpeko,0.05
SWSH12,Silver Tempest,Murkrow,0.02
SWSH12,Silver Tempest,Ninetales,0.08
SWSH12,Silver Tempest,Noibat,0.03
SWSH12,Silver Tempest,Noivern,0.12
SWSH12,Silver Tempest,Omastar V,0.76
SWSH12,Silver Tempest,Omastar V (Full Art),3.38
SWSH12,Silver Tempest,Palossand,0.05
SWSH12,Silver Tempest,Petilil,0.02
SWSH12,Silver Tempest,Phanpy,0.02
SWSH12,Silver Tempest,Phione,0.1
SWSH12,Silver Tempest,Pikachu,0.11
SWSH12,Silver Tempest,Ponyta,0.05
SWSH12,Silver Tempest,Primordial Altar,0.07
SWSH12,Silver Tempest,Professor Laventon,0.03
SWSH12,Silver Tempest,Quad Stone,0.04
SWSH12,Silver Tempest,Radiant Alakazam,0.98
SWSH12,Silver Tempest,Radiant Jirachi,0.84
SWSH12,Silver Tempest,Radiant Tsareena,0.45
SWSH12,Silver Tempest,Raichu,0.08
SWSH12,Silver Tempest,Ralts,0.04
SWSH12,Silver Tempest,Rapidash,0.23
SWSH12,Silver Tempest,Regenerative Energy,0.08
SWSH12,Silver Tempest,Regidrago V,0.83
SWSH12,Silver Tempest,Regidrago V (Alternate Full Art),31.21
SWSH12,Silver Tempest,Regidrago V (Full Art),4.47
SWSH12,Silver Tempest,Regidrago VSTAR,1.74
SWSH12,Silver Tempest,Regidrago VSTAR (Secret),10.41
SWSH12,Silver Tempest,Regieleki V,0.93
SWSH12,Silver Tempest,Regieleki V (Full Art),7.81
SWSH12,Silver Tempest,Regieleki VMAX,7.27
SWSH12,Silver Tempest,Regieleki VMAX (Secret),11.38
SWSH12,Silver Tempest,Relicanth,0.02
SWSH12,Silver Tempest,Reshiram V,0.77
SWSH12,Silver Tempest,Reshiram V (Full Art),5.29
SWSH12,Silver Tempest,Reuniclus,0.25
SWSH12,Silver Tempest,Rotom,0.03
SWSH12,Silver Tempest,Rufflet,0.03
SWSH12,Silver Tempest,Sandile,0.02
SWSH12,Silver Tempest,Sandygast,0.03
SWSH12,Silver Tempest,Serena,0.33
SWSH12,Silver Tempest,Serena (Full Art),38.89
SWSH12,Silver Tempest,Serena (Secret),18.71
SWSH12,Silver Tempest,Serperior V,0.66
SWSH12,Silver Tempest,Serperior V (Full Art),3.37
SWSH12,Silver Tempest,Serperior VSTAR,1.2
SWSH12,Silver Tempest,Serperior VSTAR (Secret),7.54
SWSH12,Silver Tempest,Serperior VSTAR (Secret) (210),4.72
SWSH12,Silver Tempest,Sigilyph,0.04
SWSH12,Silver Tempest,Skuntank V,0.57
SWSH12,Silver Tempest,Skuntank V (Alternate Full Art),18.28
SWSH12,Silver Tempest,Skuntank V (Full Art),2.4
SWSH12,Silver Tempest,Slurpuff,0.03
SWSH12,Silver Tempest,Smeargle,0.03
SWSH12,Silver Tempest,Snorunt,0.03
SWSH12,Silver Tempest,Solosis,0.04
SWSH12,Silver Tempest,Spinarak,0.03
SWSH12,Silver Tempest,Spinda,0.04
SWSH12,Silver Tempest,Stonjourner,0.07
SWSH12,Silver Tempest,Stunfisk,0.03
SWSH12,Silver Tempest,Sunflora,0.05
SWSH12,Silver Tempest,Sunkern,0.02
SWSH12,Silver Tempest,Swablu,0.02
SWSH12,Silver Tempest,Swirlix,0.03
SWSH12,Silver Tempest,Talonflame,0.12
SWSH12,Silver Tempest,Terrakion,0.21
SWSH12,Silver Tempest,Togedemaru,0.03
SWSH12,Silver Tempest,Torracat,0.1
SWSH12,Silver Tempest,Toxapex,0.08
SWSH12,Silver Tempest,Toxicroak,0.05
SWSH12,Silver Tempest,Unidentified Fossil,0.04
SWSH12,Silver Tempest,Unown V,0.85
SWSH12,Silver Tempest,Unown V  (Alternate Full Art),35.28
SWSH12,Silver Tempest,Unown V (Full Art),4.92
SWSH12,Silver Tempest,Unown VSTAR,1.27
SWSH12,Silver Tempest,Unown VSTAR (Secret),12.18
SWSH12,Silver Tempest,Ursaluna V,0.6
SWSH12,Silver Tempest,V Guard Energy,0.16
SWSH12,Silver Tempest,V Guard Energy (Secret),5.75
SWSH12,Silver Tempest,Venomoth,0.04
SWSH12,Silver Tempest,Venonat,0.02
SWSH12,Silver Tempest,Victini,0.09
SWSH12,Silver Tempest,Virizion,0.1
SWSH12,Silver Tempest,Vulpix,0.07
SWSH12,Silver Tempest,Wailmer,0.03
SWSH12,Silver Tempest,Wailord,0.07
SWSH12,Silver Tempest,Wallace,0.04
SWSH12,Silver Tempest,Wallace (Full Art),11.02
SWSH12,Silver Tempest,Wallace (Secret),6.79
SWSH12,Silver Tempest,Worker,0.1
SWSH12,Silver Tempest,Worker (Full Art),4.98
SWSH12,Silver Tempest,Worker (Secret),5.93
SWSH12,Silver Tempest,Zeraora,0.11
SWSH12,Silver Tempest,Zubat,0.05
SWSH12,Silver Tempest,Zygarde,0.11
